1 132.03 131.66 134.92 134.76
2 134.83 134.13 137.29 135.94
3 136.815 135.03 138.61 135.21
4 134.08 133.77 136.25 135.27
5 135.28 134.22 138.02 137.87
6 138.12 137.9 143.315 141.11
7 140.305 140.3 143.16 142.53
8 140.89 138.81 142.43 141.86
9 143.17 141.9 144.25 143.96
10 143.155 143.08 147.23 145.93
11 144.955 142.85 145.55 143
12 142.7 142.28 144.34 144.29
13 143.97 141.32 146.61 145.43
14 148.9 148.17 151.18 150.82
15 148.03 147.83 157.38 154.5
16 152.575 150.78 153.1 151.73
17 150.64 150.64 155.23 154.65
18 153.88 151.168 154.58 151.92
19 153.775 150.42 154.33 150.87
20 149.46 149.22 151.34 151.01
21 150.952 150.92 154.26 153.85
22 152.12 150.86 153.77 153.2
23 153.11 152.88 155.5 155.33
24 153.51 153.348 156.33 153.71
25 152.35 150.85 153 152.55
26 150.2 148.405 151.3 148.48
27 148.87 147.16 149.95 148.91
28 150.09 147.24 150.34 149.4
29 147.11 145.72 147.19 146.71
30 147.71 147.45 149.17 147.92
31 147.05 146.83 149.08 147.41
32 146.83 145.01 147.229 145.31
33 144.38 143.9 146.71 145.91
34 148.045 147.33 151.11 151.03
35 153.785 153.46 156.3 153.83
36 153.7 151.13 154.03 151.6
37 152.81 151.83 153.47 152.87
38 153.559 150.225 154.535 150.59
39 150.21 147.61 150.94 148.5
40 147.805 147.7 153.14 150.47
41 151.28 150.1 153.4 152.59
42 151.19 149.92 153.245 152.99
43 152.16 151.64 156.46 155.85
44 156.08 154.28 156.74 155
45 155.07 154.15 157.82 157.4
46 157.32 156.54 159.4 159.28
47 159.3 157.81 162.14 157.83
48 158.83 157.68 161.55 158.93
49 158.86 157.85 160.34 160.25
50 159.94 157.87 160.77 158.28
51 157.97 155.98 158.49 157.65
52 159.37 159.35 161.05 160.77
53 161.53 161.271 162.47 162.36
54 162.44 161.91 165 164.9
55 164.27 164.22 166.29 166.17
56 166.595 165.11 166.84 165.63
57 164.74 161.8 165.05 163.76
58 162.43 162 164.958 164.66
59 161.42 160.08 162.03 162.03
60 162.35 160.51 162.36 160.8
61 161.22 159.78 162.06 160.1
62 161.63 161.42 165.8 165.56
63 164.59 163.82 166.32 165.21
64 165.09 164.03 165.39 165.23
65 166.1 165.65 167.41 166.47
66 165.8 165.54 168.16 167.63
67 166.09 165.56 167.87 166.65
68 165.05 164.49 166.452 165.02
69 165 163.89 165.6 165.33
70 165.19 163.73 166.305 163.77
71 163.055 162.8 165.28 163.76
72 165.19 165.19 168.56 168.41
73 168.49 167.88 169.85 169.68
74 169.28 168.64 170.45 169.59
75 170.09 167.54 170.35 168.54
76 169.5 167.16 170.92 167.45
77 164.89 164.31 167.04 165.79
78 170.975 170.76 174.3 173.57
79 172.48 172.11 173.85 173.5
80 173.05 171.6 173.54 171.77
81 173.02 171.9 174.03 173.555
82 173.85 172.17 174.59 173.75
83 173.62 171 174.06 172.57
84 173.16 171.47 173.21 172.07
85 171.99 171.799 173.138 172.07
86 171.71 170.42 172.925 172.69
87 173 172.58 175.24 175.05
88 176.39 174.94 176.39 175.16
89 173.98 173.45 174.71 174.2
90 173.13 171.275 173.379 171.56
91 171.09 170.52 172.418 171.84
92 172.41 171.69 173.895 172.99
93 173.32 173.11 175.77 175.43
94 176.96 176.57 178.99 177.3
95 177.325 176.76 179.35 177.25
96 177.7 176.931 180.12 180.09
97 181.03 179.26 181.78 180.95
98 182.63 178.035 184.951 179.58
99 179.965 177.43 180.12 179.21
100 178.44 177.32 181.21 177.82
101 177.895 177.46 180.84 180.57
102 181.5 180.63 182.23 180.96
103 181.27 180.97 183.89 183.79
104 182.8 182.44 184.15 183.31
105 183.37 182.02 184.39 183.95
106 183.96 183.78 186.52 186.01
107 186.73 184.27 186.99 184.92
108 184.41 184.41 186.1 185.01
109 184.9 182.59 185.41 183.96
110 183.74 183.67 187.045 187
111 185.55 185.01 187.56 186.68
112 186.83 185.23 188.05 185.27
113 185.89 185.67 188.39 188.06
114 187.93 187.6 189.9 189.25
115 189.08 188.94 190.07 189.59
116 191.63 191.26 194.48 193.97
117 193.78 191.76 193.88 192.46
118 191.565 190.62 192.98 191.33
119 189.84 189.2 192.02 191.81
120 191.41 190.24 192.67 190.68
121 189.26 187.035 189.99 188.61
122 189.16 186.6 189.3 188.08
123 189.68 188.47 191.7 189.77
124 190.5 189.78 191.19 190.54
125 190.23 189.63 191.18 190.69
126 191.9 191.81 194.32 193.99
127 193.35 192.415 194.33 193.73
128 193.1 192.65 198.23 195.1
129 195.09 192.495 196.47 193.13
130 194.1 191.23 194.97 191.94
131 193.41 192.25 194.91 192.75
132 193.33 192.915 194.44 193.62
133 193.67 193.32 195.64 194.5
134 196.02 192.55 197.2 193.22
135 194.67 194.14 196.626 195.83
136 196.06 195.26 196.49 196.45
137 196.235 195.28 196.73 195.605
138 195.04 191.851 195.18 192.58
139 191.57 190.69 192.37 191.17
140 185.52 181.92 187.38 181.99
141 182.13 177.35 183.13 178.85
142 179.69 177.58 180.27 179.8
143 180.87 177.01 180.93 178.19
144 179.48 177.6 180.75 177.97
145 177.32 176.55 178.62 177.79
146 177.97 177.305 179.69 179.46
147 178.88 177.05 179.48 177.45
148 177.13 176.5 178.54 176.57
149 177.14 173.48 177.505 174
150 172.3 171.96 175.1 174.49
151 175.07 173.735 176.13 175.84
152 177.06 176.25 177.68 177.23
153 178.52 178.325 181.55 181.12
154 180.674 176.01 181.104 176.38
155 177.38 175.82 179.15 178.61
156 180.09 178.545 180.59 180.19
157 179.695 179.5 184.9 184.12
158 184.94 184.74 187.85 187.65
159 187.84 187.48 189.12 187.87
160 189.485 188.28 189.92 189.46
161 188.28 187.61 189.98 189.7
162 188.4 181.47 188.85 182.91
163 175.18 173.54 178.21 177.56
164 178.35 177.79 180.239 178.18
165 180.07 177.34 180.3 179.36
166 179.49 174.82 180.13 176.3
167 176.51 173.98 177.3 174.21
168 174 173.58 176.1 175.74
169 176.48 173.82 176.495 175.01
170 176.48 176.17 179.38 177.97
171 177.52 177.13 179.63 179.07
172 179.26 175.4 179.695 175.49
173 174.55 173.86 176.3 173.93
174 174.67 174.05 177.079 174.79
175 174.2 174.15 176.97 176.08
176 174.82 171.66 175.2 171.96
177 172.62 169.05 173.04 170.43
178 169.34 167.62 172.03 170.69
179 172.02 170.341 173.07 171.21
180 171.22 170.93 174.3 173.75
