181 172.255 170.82 173.63 172.4
182 171.09 170.97 174.21 173.66
183 173.79 172.68 175.45 174.91
184 173.8 173.18 177.99 177.49
185 176.81 175.8 179.05 178.99
186 178.1 177.95 179.72 178.39
187 178.2 177.6 179.85 179.8
188 180.07 179.04 182.34 180.71
189 181.42 178.14 181.93 178.85
190 176.75 176.51 179.075 178.72
191 176.645 174.8 178.42 177.15
192 175.58 175.11 177.575 175.84
193 176.04 175.19 177.84 175.46
194 175.31 172.64 175.42 172.88
195 170.91 169.93 174.01 173
196 173.05 171.45 173.67 173.44
197 171.88 170.65 173.06 171.1
198 170.37 165.67 171.378 166.89
199 166.91 166.83 168.96 168.22
200 169.02 168.87 171.17 170.29
201 169.35 167.9 170.9 170.77
202 171 170.12 174.23 173.97
203 175.52 175.46 177.78 177.57
204 174.24 173.35 176.82 176.65
205 176.38 176.21 179.43 179.23
206 179.18 178.97 182.44 181.82
207 182.35 181.59 183.45 182.89
208 182.96 181.81 184.12 182.41
209 183.97 183.53 186.565 186.4
210 185.82 184.21 186.03 184.8
211 187.7 186.3 188.11 187.44
212 187.845 187.78 189.5 188.01
213 189.57 188.65 190.96 189.71
214 190.25 188.57 190.38 189.69
215 189.89 189.88 191.905 191.45
216 191.41 189.74 191.52 190.64
217 191.49 190.825 192.93 191.31
218 190.87 189.25 190.9 189.97
219 189.92 188.9 190.67 189.79
220 189.78 189.4 191.08 190.4
221 190.9 188.97 192.09 189.37
222 189.84 188.19 190.32 189.95
223 190.33 189.23 191.56 191.24
224 189.98 187.451 190.05 189.43
225 190.21 190.18 194.4 193.42
226 194.45 192.11 194.76 192.32
227 193.63 193.59 195 194.27
228 194.2 193.67 195.99 195.71
229 193.11 191.42 193.49 193.18
230 193.08 191.721 194.72 194.71
231 195.09 194.85 198 197.96
232 198.02 196.16 199.62 198.11
233 197.53 197 198.4 197.57
234 196.09 194.39 196.63 195.89
235 196.16 195.89 196.95 196.94
236 196.9 194.83 197.68 194.83
237 196.1 193.5 197.08 194.68
238 195.18 192.97 195.41 193.6
239 193.61 192.83 193.89 193.05
240 192.49 191.09 193.5 193.15
241 194.14 193.17 194.66 193.58
242 193.9 191.725 194.4 192.53
243 187.15 183.885 188.44 185.64
244 184.22 183.43 185.88 184.25
245 182.15 180.88 183.087 181.91
246 181.99 180.17 182.76 181.18
247 182.085 181.5 185.6 185.56
248 183.92 182.73 185.15 185.14
249 184.35 183.92 186.4 186.19
250 186.54 183.62 187.05 185.59
251 186.06 185.19 186.74 185.92
252 182.16 180.934 184.26 183.63
253 181.27 180.3 182.93 182.68
254 186.09 185.83 189.14 188.63
255 189.33 188.82 191.95 191.56
256 192.3 192.26 195.33 193.89
257 195.02 193.83 195.75 195.18
258 195.42 194.34 196.38 194.5
259 195.22 193.113 196.268 194.17
260 194.27 191.94 194.76 192.42
261 192.01 189.58 192.2 191.73
262 190.94 187.47 191.8 188.04
263 187.04 184.35 187.095 184.4
264 183.985 183.82 186.95 186.86
265 179.86 179.25 187.33 185.85
266 188.15 185.84 189.25 187.68
267 186.86 186.77 189.31 189.3
268 190.64 188.61 191.05 189.41
269 189.385 187.35 189.535 188.32
270 188.65 188 189.99 188.85
271 188.415 186.79 188.67 187.15
272 185.77 183.513 186.21 185.04
273 185.32 182.44 185.53 184.15
274 183.55 181.35 184.49 183.86
275 183.42 181.665 184.85 182.31
276 181.79 180 182.43 181.56
277 181.94 180.66 182.889 182.32
278 183.48 182.46 184.955 184.37
279 185.01 182.23 185.04 182.52
280 182.24 180.65 182.76 181.16
281 181.1 179.56 183.923 182.63
282 182.51 180.13 183.12 181.42
283 181.27 179.53 182.57 180.75
284 179.55 177.38 180.53 179.66
285 176.15 173.79 176.9 175.1
286 170.76 169.62 172.04 170.12
287 171.06 168.68 171.24 169.12
288 169.15 168.49 170.73 169
289 169 168.94 173.7 170.73
290 172.94 172.05 174.38 172.75
291 173.15 171.01 174.03 173.23
292 172.77 170.76 173.185 171.13
293 172.91 172.05 174.308 173
294 171.17 170.285 172.62 172.62
295 175.57 173.52 177.71 173.72
296 174.34 173.03 176.605 176.08
297 175.72 175.09 178.67 178.67
298 177.05 170.84 177.49 171.37
299 171.76 170.06 173.05 172.28
300 170.565 169.45 171.94 170.85
301 170 169.58 171.42 169.71
302 170.41 170.11 173.6 173.31
303 171.75 170.51 172.23 171.48
304 171.19 169.475 171.25 170.03
305 169.08 168.23 169.34 168.84
306 168.79 168.58 170.68 169.65
307 170.29 168.82 171.92 168.82
308 169.59 168.95 170.39 169.58
309 169.03 168.24 169.2 168.45
310 168.7 168.35 170.08 169.67
311 168.8 167.11 169.09 167.78
312 168.34 168.16 175.46 175.04
313 174.26 174.21 178.36 176.55
314 175.36 172.5 176.63 172.69
315 171.75 168.27 173.76 169.38
316 169.61 168 170.65 168
317 168.03 166.55 168.64 167.04
318 166.21 164.075 166.4 165
319 165.515 164.77 167.26 165.84
320 165.35 164.92 167.05 166.9
321 166.54 166.21 169.3 169.02
322 169.525 168.151 170.61 169.89
323 169.88 169.18 171.34 169.3
324 173.37 173.1 176.03 173.5
325 173.33 170 174.99 170.33
326 169.58 169.11 172.705 169.3
327 172.51 170.89 173.415 173.03
328 186.645 182.66 187 183.38
329 182.354 180.42 184.2 181.71
330 183.45 181.32 184.9 182.4
331 182.85 181.45 183.07 182.74
332 182.56 182.11 184.66 184.57
333 184.9 182.13 185.09 183.05
334 185.435 184.62 187.1 186.28
335 187.51 186.29 188.3 187.43
336 187.91 187.37 190.65 189.72
337 190.47 189.66 191.095 189.84
338 189.51 189.18 190.81 189.87
339 189.325 189.01 191.92 191.04
340 191.09 190.92 192.73 192.35
341 192.265 190.27 192.823 190.9
342 190.98 186.625 191 186.88
343 188.82 188.04 190.58 189.98
344 191.51 189.1 193 189.99
345 189.61 189.51 192.247 190.29
346 190.76 190.63 192.18 191.29
347 191.44 189.91 192.57 192.25
348 192.9 192.52 194.99 194.03
349 194.635 193.034 195.32 194.35
350 195.4 194.87 196.9 195.87
351 195.685 194.17 196.5 194.48
352 194.65 194.14 196.94 196.89
353 196.9 192.15 197.3 193.12
354 193.65 193.63 207.16 207.15
355 207.37 206.9 220.2 213.07
356 214.74 211.6 216.75 214.24
357 213.85 211.3 215.17 212.49
358 213.37 212.72 218.95 216.67
359 217.59 213 218.63 214.29
360 213.93 208.85 214.24 209.68
361 210.39 207.11 211.89 207.49
362 207.72 206.59 212.7 208.14
363 209.15 208.61 211.38 209.07
364 211.5 210.64 214.86 213.25
365 214.69 212.35 215.74 214.1
366 215.77 210.3 216.07 210.62
367 212.09 211.92 217.51 216.75
368 216.15 215.1 220.38 220.27
369 220 219.03 221.55 221.55
370 221.65 221.65 226.45 226.34
371 227.09 223.25 227.85 227.82
372 227.93 226.372 229.4 228.68
373 229.3 229.25 233.08 232.98
374 231.39 225.77 232.39 227.57
375 228.92 228.68 232.64 230.54
376 236.48 233.09 237.23 234.4
377 235 232.33 236.27 234.82
378 229.45 226.64 231.46 228.88
379 230.28 222.27 230.44 224.18
380 224.82 223.275 226.8 224.31
381 227.01 223.09 227.78 223.96
382 224.365 222.68 226.94 225.01
383 224 217.13 224.8 218.54
384 218.93 214.62 220.85 217.49
385 218.7 216.01 219.49 217.96
386 216.96 215.75 219.3 218.24
387 219.19 216.12 220.325 218.8
388 221.44 220.63 223.82 222.08
389 224.37 217.02 224.48 218.36
390 219.15 217.71 225.6 219.86
391 199.09 196 213.5 209.27
392 205.3 201.07 209.99 207.23
393 206.9 206.39 213.64 209.82
394 213.11 208.83 214.2 213.31
395 212.1 211.97 216.78 216.24
396 216.07 215.6 219.51 217.53
397 219.01 219.01 221.89 221.27
398 220.57 219.7 223.03 221.72
399 224.6 222.76 225.35 224.72
400 224 223.65 226.827 226.05
